customer_id,product_id,profit,recency,R_Score,F_Score,M_Score,R_M_F_Value,Customer Title,Customer_Title
651,3,3473.32,18,4,1,3,413,Platinum,Platinum
653,5,2623.84,37,3,2,2,322,Gold,Gold
654,3,1374.9,28,3,1,1,311,Silver,Silver
655,6,5753.88,51,2,3,4,234,Silver,Silver
656,8,3749.56,10,4,4,3,443,Platinum,Platinum
661,6,3308.0899999999997,34,3,3,3,333,Gold,Gold
662,7,3873.0,86,2,3,3,233,Silver,Silver
663,4,2132.7900000000004,73,2,1,2,212,Silver,Silver
664,4,1036.09,84,2,1,1,211,Bronze,Bronze
666,5,2459.7599999999993,41,3,2,2,322,Gold,Gold
667,5,3802.78,19,3,2,3,323,Gold,Gold
668,7,4375.9800000000005,6,4,3,4,434,Platinum,Platinum
670,4,1542.17,116,1,1,1,111,Bronze,Bronze
672,3,3633.1399999999994,50,2,1,3,213,Silver,Silver
673,5,2058.7,2,4,2,2,422,Platinum,Platinum
675,3,1396.6200000000003,0,4,1,1,411,Gold,Gold
677,5,940.36,71,2,2,1,221,Silver,Silver
678,3,1606.99,94,1,1,1,111,Bronze,Bronze
679,10,3551.2400000000002,62,2,4,3,243,Silver,Silver
681,6,2244.1899999999996,7,4,3,2,432,Platinum,Platinum
682,7,5428.9400000000005,20,3,3,4,334,Gold,Gold
686,5,2073.8100000000004,37,3,2,2,322,Gold,Gold
687,6,812.72,8,4,3,1,431,Platinum,Platinum
688,4,2967.8,81,2,1,3,213,Silver,Silver
689,3,541.3299999999999,12,4,1,1,411,Gold,Gold
692,9,5027.49,50,2,4,4,244,Silver,Silver
694,5,2400.83,7,4,2,2,422,Platinum,Platinum
695,8,4659.0,16,4,4,4,444,Platinum,Platinum
697,4,3996.6,11,4,1,3,413,Platinum,Platinum
698,3,1295.96,76,2,1,1,211,Bronze,Bronze
699,3,976.24,55,2,1,1,211,Bronze,Bronze
701,6,2215.5600000000004,32,3,3,2,332,Gold,Gold
704,10,4034.4599999999996,10,4,4,3,443,Platinum,Platinum
705,4,502.12,11,4,1,1,411,Gold,Gold
706,6,7109.399999999999,30,3,3,4,334,Gold,Gold
708,3,2145.83,175,1,1,2,112,Bronze,Bronze
709,5,3243.2999999999993,146,1,2,3,123,Bronze,Bronze
710,6,5201.389999999999,39,3,3,4,334,Gold,Gold
716,6,3777.5299999999997,12,4,3,3,433,Platinum,Platinum
717,6,1857.27,14,4,3,2,432,Platinum,Platinum
718,8,2164.08,34,3,4,2,342,Gold,Gold
719,8,4227.84,11,4,4,4,444,Platinum,Platinum
722,5,2934.44,87,2,2,3,223,Silver,Silver
723,8,3489.96,15,4,4,3,443,Platinum,Platinum
724,8,5073.2699999999995,23,3,4,4,344,Gold,Gold
725,11,7321.5,3,4,4,4,444,Platinum,Platinum
726,3,2965.7599999999998,54,2,1,3,213,Silver,Silver
727,6,3970.03,61,2,3,3,233,Silver,Silver
728,9,6411.76,25,3,4,4,344,Gold,Gold
732,5,3269.12,64,2,2,3,223,Silver,Silver
734,3,1140.1499999999996,89,1,1,1,111,Bronze,Bronze
735,4,3025.3300000000004,87,2,1,3,213,Silver,Silver
739,10,4842.199999999999,1,4,4,4,444,Platinum,Platinum
742,6,1246.1099999999997,10,4,3,1,431,Platinum,Platinum
743,4,3908.8,89,1,1,3,113,Bronze,Bronze
748,9,3516.0,46,2,4,3,243,Silver,Silver
749,9,1830.7199999999998,80,2,4,2,242,Silver,Silver
750,6,5391.71,58,2,3,4,234,Silver,Silver
751,2,96.62,130,1,1,1,111,Bronze,Bronze
752,8,2952.01,20,3,4,3,343,Gold,Gold
753,8,7727.17,15,4,4,4,444,Platinum,Platinum
754,2,93.00999999999999,210,1,1,1,111,Bronze,Bronze
755,3,847.22,95,1,1,1,111,Bronze,Bronze
756,6,2121.6099999999997,25,3,3,2,332,Gold,Gold
757,5,2946.73,72,2,2,3,223,Silver,Silver
759,8,2646.67,23,3,4,2,342,Gold,Gold
761,5,1896.39,145,1,2,2,122,Bronze,Bronze
763,6,3894.51,74,2,3,3,233,Silver,Silver
764,3,1364.06,79,2,1,1,211,Bronze,Bronze
767,5,2438.84,42,3,2,2,322,Gold,Gold
768,9,5580.570000000001,5,4,4,4,444,Platinum,Platinum
769,8,5070.24,19,3,4,4,344,Gold,Gold
770,6,4457.48,49,2,3,4,234,Silver,Silver
772,6,4423.8,2,4,3,4,434,Platinum,Platinum
774,1,144.26,143,1,1,1,111,Bronze,Bronze
775,7,2862.330000000001,58,2,3,3,233,Silver,Silver
776,9,2201.8599999999997,13,4,4,2,442,Platinum,Platinum
777,6,3184.33,27,3,3,3,333,Gold,Gold
778,3,698.81,263,1,1,1,111,Bronze,Bronze
779,4,1186.4099999999999,82,2,1,1,211,Bronze,Bronze
781,5,2256.3100000000004,125,1,2,2,122,Bronze,Bronze
782,6,3627.1699999999996,25,3,3,3,333,Gold,Gold
783,5,3498.8600000000006,96,1,2,3,123,Bronze,Bronze
784,2,304.07,143,1,1,1,111,Bronze,Bronze
785,6,1813.12,18,4,3,2,432,Platinum,Platinum
788,5,2415.09,39,3,2,2,322,Gold,Gold
789,8,2892.7599999999998,4,4,4,3,443,Platinum,Platinum
791,6,3819.0,123,1,3,3,133,Bronze,Bronze
794,7,4248.67,22,3,3,4,334,Gold,Gold
795,5,2785.9800000000005,18,4,2,2,422,Platinum,Platinum
796,7,3815.9300000000003,6,4,3,3,433,Platinum,Platinum
797,4,2277.96,21,3,1,2,312,Gold,Gold
798,3,1691.8100000000002,21,3,1,1,311,Silver,Silver
800,6,3239.48,85,2,3,3,233,Silver,Silver
802,6,2893.2,95,1,3,3,133,Bronze,Bronze
803,6,1746.5500000000002,66,2,3,1,231,Silver,Silver
806,4,2189.57,31,3,1,2,312,Gold,Gold
808,3,2119.7200000000003,123,1,1,2,112,Bronze,Bronze
810,4,945.1599999999999,68,2,1,1,211,Bronze,Bronze
813,5,1633.61,50,2,2,1,221,Silver,Silver
816,3,945.8499999999998,53,2,1,1,211,Bronze,Bronze
817,5,2328.9300000000003,16,4,2,2,422,Platinum,Platinum
818,6,3028.8399999999992,40,3,3,3,333,Gold,Gold
821,5,2925.75,33,3,2,3,323,Gold,Gold
822,1,802.26,328,1,1,1,111,Bronze,Bronze
823,6,5811.3,23,3,3,4,334,Gold,Gold
824,4,4137.780000000001,9,4,1,4,414,Platinum,Platinum
829,6,4600.24,12,4,3,4,434,Platinum,Platinum
830,6,2506.27,149,1,3,2,132,Bronze,Bronze
831,5,1883.5900000000001,11,4,2,2,422,Platinum,Platinum
834,4,722.3,18,4,1,1,411,Gold,Gold
835,8,3225.92,7,4,4,3,443,Platinum,Platinum
836,4,1768.44,72,2,1,1,211,Bronze,Bronze
838,4,1966.08,41,3,1,2,312,Gold,Gold
840,6,3320.09,38,3,3,3,333,Gold,Gold
841,7,8330.089999999998,150,1,3,4,134,Bronze,Bronze
842,3,1727.32,55,2,1,1,211,Bronze,Bronze
843,6,2372.09,2,4,3,2,432,Platinum,Platinum
844,9,4730.320000000001,31,3,4,4,344,Gold,Gold
845,4,1314.0300000000002,97,1,1,1,111,Bronze,Bronze
846,3,2129.34,82,2,1,2,212,Silver,Silver
847,4,2521.58,114,1,1,2,112,Bronze,Bronze
848,4,1964.5200000000002,140,1,1,2,112,Bronze,Bronze
849,6,4284.21,27,3,3,4,334,Gold,Gold
853,9,7263.659999999999,64,2,4,4,244,Silver,Silver
855,4,3050.76,104,1,1,3,113,Bronze,Bronze
856,7,2912.6499999999996,1,4,3,3,433,Platinum,Platinum
858,6,2708.6000000000004,11,4,3,2,432,Platinum,Platinum
859,6,2289.0600000000004,18,4,3,2,432,Platinum,Platinum
861,5,1009.34,54,2,2,1,221,Silver,Silver
862,1,309.80999999999995,54,2,1,1,211,Bronze,Bronze
863,4,703.62,69,2,1,1,211,Bronze,Bronze
865,7,4261.0,121,1,3,4,134,Bronze,Bronze
870,7,3818.9700000000007,100,1,3,3,133,Bronze,Bronze
872,1,75.48000000000002,171,1,1,1,111,Bronze,Bronze
875,6,4796.959999999999,63,2,3,4,234,Silver,Silver
876,3,1171.02,16,4,1,1,411,Gold,Gold
877,9,4918.87,17,4,4,4,444,Platinum,Platinum
878,3,2809.7499999999995,79,2,1,3,213,Silver,Silver
884,5,2770.8500000000004,1,4,2,2,422,Platinum,Platinum
885,3,863.6799999999998,7,4,1,1,411,Gold,Gold
886,7,4067.6500000000005,1,4,3,3,433,Platinum,Platinum
888,5,2278.7000000000003,68,2,2,2,222,Silver,Silver
889,5,2357.69,36,3,2,2,322,Gold,Gold
890,4,1561.06,165,1,1,1,111,Bronze,Bronze
891,5,2197.68,12,4,2,2,422,Platinum,Platinum
893,7,4868.870000000001,75,2,3,4,234,Silver,Silver
894,8,3564.2699999999995,48,2,4,3,243,Silver,Silver
897,6,4080.84,129,1,3,3,133,Bronze,Bronze
899,6,1274.48,49,2,3,1,231,Silver,Silver
900,4,780.7,12,4,1,1,411,Gold,Gold
902,9,6003.049999999999,14,4,4,4,444,Platinum,Platinum
905,8,3553.2799999999997,105,1,4,3,143,Bronze,Bronze
906,9,4473.870000000001,16,4,4,4,444,Platinum,Platinum
907,7,1370.37,26,3,3,1,331,Gold,Gold
910,2,1346.38,272,1,1,1,111,Bronze,Bronze
911,5,633.3499999999999,56,2,2,1,221,Silver,Silver
912,7,4164.21,40,3,3,4,334,Gold,Gold
914,5,2530.93,106,1,2,2,122,Bronze,Bronze
915,5,1260.1299999999999,28,3,2,1,321,Gold,Gold
917,8,5392.889999999999,35,3,4,4,344,Gold,Gold
918,5,4066.2400000000002,16,4,2,3,423,Platinum,Platinum
919,9,4458.89,80,2,4,4,244,Silver,Silver
920,6,4144.1900000000005,90,1,3,4,134,Bronze,Bronze
921,7,6285.75,44,3,3,4,334,Gold,Gold
922,1,41.129999999999995,188,1,1,1,111,Bronze,Bronze
925,9,4371.159999999999,12,4,4,4,444,Platinum,Platinum
929,5,2540.3499999999995,56,2,2,2,222,Silver,Silver
930,2,150.89,147,1,1,1,111,Bronze,Bronze
931,5,2890.0600000000004,70,2,2,3,223,Silver,Silver
933,5,2817.63,0,4,2,3,423,Platinum,Platinum
934,7,4689.759999999999,0,4,3,4,434,Platinum,Platinum
936,11,8661.630000000001,32,3,4,4,344,Gold,Gold
937,5,2680.1499999999996,15,4,2,2,422,Platinum,Platinum
939,4,1818.27,31,3,1,2,312,Gold,Gold
940,5,3256.1400000000003,52,2,2,3,223,Silver,Silver
941,10,11668.949999999999,33,3,4,4,344,Gold,Gold
942,2,1859.17,213,1,1,2,112,Bronze,Bronze
943,6,5300.95,112,1,3,4,134,Bronze,Bronze
946,8,6305.6,2,4,4,4,444,Platinum,Platinum
947,5,2981.520000000001,80,2,2,3,223,Silver,Silver
949,6,3644.49,88,1,3,3,133,Bronze,Bronze
951,6,1740.6100000000001,6,4,3,1,431,Platinum,Platinum
954,4,3624.0,113,1,1,3,113,Bronze,Bronze
955,7,1429.3600000000001,13,4,3,1,431,Platinum,Platinum
956,3,936.9799999999998,173,1,1,1,111,Bronze,Bronze
957,5,2632.09,38,3,2,2,322,Gold,Gold
958,6,2183.71,34,3,3,2,332,Gold,Gold
960,4,3516.37,78,2,1,3,213,Silver,Silver
961,3,1035.3100000000002,64,2,1,1,211,Bronze,Bronze
964,5,2018.5999999999997,1,4,2,2,422,Platinum,Platinum
966,4,527.74,13,4,1,1,411,Gold,Gold
967,4,3798.3500000000004,66,2,1,3,213,Silver,Silver
968,6,4223.16,35,3,3,4,334,Gold,Gold
969,5,2793.0499999999997,17,4,2,3,423,Platinum,Platinum
970,5,2840.8100000000004,33,3,2,3,323,Gold,Gold
971,5,4015.7799999999997,48,2,2,3,223,Silver,Silver
972,2,2158.9999999999995,175,1,1,2,112,Bronze,Bronze
973,8,6639.85,8,4,4,4,444,Platinum,Platinum
976,6,3830.6800000000003,170,1,3,3,133,Bronze,Bronze
979,5,3756.9100000000003,5,4,2,3,423,Platinum,Platinum
980,4,2640.55,177,1,1,2,112,Bronze,Bronze
982,6,943.9300000000001,55,2,3,1,231,Silver,Silver
984,8,2294.4299999999994,56,2,4,2,242,Silver,Silver
985,4,1690.91,14,4,1,1,411,Gold,Gold
986,8,4272.97,75,2,4,4,244,Silver,Silver
987,8,5180.259999999999,22,3,4,4,344,Gold,Gold
988,2,243.94,112,1,1,1,111,Bronze,Bronze
990,7,2353.4900000000002,11,4,3,2,432,Platinum,Platinum
991,6,2655.6,147,1,3,2,132,Bronze,Bronze
993,9,2738.8900000000003,0,4,4,2,442,Platinum,Platinum
994,5,2069.64,42,3,2,2,322,Gold,Gold
995,7,6764.67,11,4,3,4,434,Platinum,Platinum
997,7,2923.29,59,2,3,3,233,Silver,Silver
998,2,585.45,321,1,1,1,111,Bronze,Bronze
1003,9,5300.380000000001,47,2,4,4,244,Silver,Silver
1004,6,3600.94,203,1,3,3,133,Bronze,Bronze
1005,5,4365.25,159,1,2,4,124,Bronze,Bronze
1006,8,4687.530000000001,37,3,4,4,344,Gold,Gold
1009,4,2370.7799999999997,54,2,1,2,212,Silver,Silver
1010,3,386.36,126,1,1,1,111,Bronze,Bronze
1011,3,1399.44,242,1,1,1,111,Bronze,Bronze
1013,6,2463.79,95,1,3,2,132,Bronze,Bronze
1014,7,3933.79,4,4,3,3,433,Platinum,Platinum
1016,6,1087.02,66,2,3,1,231,Silver,Silver
1017,3,2858.89,226,1,1,3,113,Bronze,Bronze
1018,5,2497.8,26,3,2,2,322,Gold,Gold
1019,5,2842.8999999999996,42,3,2,3,323,Gold,Gold
1021,8,5048.259999999999,28,3,4,4,344,Gold,Gold
1022,5,6444.49,83,2,2,4,224,Silver,Silver
1025,8,1800.12,60,2,4,2,242,Silver,Silver
1027,6,1449.4399999999998,24,3,3,1,331,Gold,Gold
1030,8,4698.599999999999,39,3,4,4,344,Gold,Gold
1031,3,1463.88,46,2,1,1,211,Bronze,Bronze
1035,3,485.46000000000015,13,4,1,1,411,Gold,Gold
1036,5,3787.0,162,1,2,3,123,Bronze,Bronze
1037,8,2368.44,73,2,4,2,242,Silver,Silver
1040,4,1768.4300000000003,161,1,1,1,111,Bronze,Bronze
1042,3,2771.37,35,3,1,2,312,Gold,Gold
1043,8,6933.550000000001,154,1,4,4,144,Bronze,Bronze
1047,7,2026.54,57,2,3,2,232,Silver,Silver
1049,10,4486.320000000001,32,3,4,4,344,Gold,Gold
1050,6,2535.63,26,3,3,2,332,Gold,Gold
1051,5,1294.6899999999998,179,1,2,1,121,Bronze,Bronze
1052,6,3260.3199999999997,0,4,3,3,433,Platinum,Platinum
1055,2,343.24,206,1,1,1,111,Bronze,Bronze
1056,7,3954.42,24,3,3,3,333,Gold,Gold
1057,3,2488.8,112,1,1,2,112,Bronze,Bronze
1058,3,759.57,116,1,1,1,111,Bronze,Bronze
1059,2,1618.8300000000002,22,3,1,1,311,Silver,Silver
1060,6,2475.2799999999997,187,1,3,2,132,Bronze,Bronze
1063,6,3112.6900000000005,46,2,3,3,233,Silver,Silver
1064,3,1398.3999999999999,139,1,1,1,111,Bronze,Bronze
1065,6,2753.3199999999997,79,2,3,2,232,Silver,Silver
1066,3,1396.98,166,1,1,1,111,Bronze,Bronze
1067,2,741.97,232,1,1,1,111,Bronze,Bronze
1069,5,1982.69,204,1,2,2,122,Bronze,Bronze
1072,3,2102.32,46,2,1,2,212,Silver,Silver
1075,6,2242.1199999999994,67,2,3,2,232,Silver,Silver
1076,12,8104.540000000001,9,4,4,4,444,Platinum,Platinum
1078,5,899.97,18,4,2,1,421,Platinum,Platinum
1079,4,2306.99,17,4,1,2,412,Platinum,Platinum
1080,3,1857.62,47,2,1,2,212,Silver,Silver
1081,5,3227.8900000000003,11,4,2,3,423,Platinum,Platinum
1084,11,6580.56,4,4,4,4,444,Platinum,Platinum
1085,4,1081.65,64,2,1,1,211,Bronze,Bronze
1086,9,4705.65,13,4,4,4,444,Platinum,Platinum
1087,3,1521.5700000000002,14,4,1,1,411,Gold,Gold
1089,7,2349.2900000000004,151,1,3,2,132,Bronze,Bronze
1094,7,3632.3,43,3,3,3,333,Gold,Gold
1095,4,4498.34,14,4,1,4,414,Platinum,Platinum
1096,5,2086.8500000000004,55,2,2,2,222,Silver,Silver
1097,3,666.7899999999998,188,1,1,1,111,Bronze,Bronze
1098,8,3879.1400000000003,8,4,4,3,443,Platinum,Platinum
1099,2,183.1999999999999,110,1,1,1,111,Bronze,Bronze
1100,3,1051.23,45,2,1,1,211,Bronze,Bronze
1102,8,5025.4400000000005,21,3,4,4,344,Gold,Gold
1103,12,7367.880000000001,32,3,4,4,344,Gold,Gold
1104,7,2568.9700000000003,11,4,3,2,432,Platinum,Platinum
1106,9,5691.610000000001,24,3,4,4,344,Gold,Gold
1107,5,1843.57,48,2,2,2,222,Silver,Silver
1108,4,1338.61,12,4,1,1,411,Gold,Gold
1109,3,683.2,208,1,1,1,111,Bronze,Bronze
1110,6,4574.099999999999,17,4,3,4,434,Platinum,Platinum
1113,9,6072.48,26,3,4,4,344,Gold,Gold
1114,4,1774.1199999999997,64,2,1,1,211,Bronze,Bronze
1118,4,1858.97,38,3,1,2,312,Gold,Gold
1120,5,912.9400000000003,1,4,2,1,421,Platinum,Platinum
1121,2,327.07000000000016,7,4,1,1,411,Gold,Gold
1124,3,2742.04,44,3,1,2,312,Gold,Gold
1125,5,2839.93,29,3,2,3,323,Gold,Gold
1127,4,2285.05,136,1,1,2,112,Bronze,Bronze
1128,5,3388.35,26,3,2,3,323,Gold,Gold
1132,8,3203.1600000000003,44,3,4,3,343,Gold,Gold
1134,7,1733.7900000000002,3,4,3,1,431,Platinum,Platinum
1135,3,1758.9800000000002,164,1,1,1,111,Bronze,Bronze
1136,5,3394.0999999999995,35,3,2,3,323,Gold,Gold
1138,6,5174.44,124,1,3,4,134,Bronze,Bronze
1139,4,1434.57,69,2,1,1,211,Bronze,Bronze
1142,4,1841.73,38,3,1,2,312,Gold,Gold
1143,5,3277.7700000000004,4,4,2,3,423,Platinum,Platinum
1144,7,5961.25,17,4,3,4,434,Platinum,Platinum
1146,2,1294.4,73,2,1,1,211,Bronze,Bronze
1147,6,4173.67,165,1,3,4,134,Bronze,Bronze
1148,3,1689.75,8,4,1,1,411,Gold,Gold
1150,5,6308.28,103,1,2,4,124,Bronze,Bronze
1151,5,3449.31,75,2,2,3,223,Silver,Silver
1152,8,4516.139999999999,24,3,4,4,344,Gold,Gold
1153,5,2501.78,17,4,2,2,422,Platinum,Platinum
1154,6,958.3100000000001,131,1,3,1,131,Bronze,Bronze
1155,7,2332.4500000000003,29,3,3,2,332,Gold,Gold
1156,4,2559.66,40,3,1,2,312,Gold,Gold
1157,7,5037.459999999999,85,2,3,4,234,Silver,Silver
1159,4,2352.2800000000007,6,4,1,2,412,Platinum,Platinum
1160,3,684.5199999999999,163,1,1,1,111,Bronze,Bronze
1161,4,2669.74,12,4,1,2,412,Platinum,Platinum
1163,5,1775.01,48,2,2,1,221,Silver,Silver
1164,3,346.88999999999993,153,1,1,1,111,Bronze,Bronze
1165,9,3286.35,10,4,4,3,443,Platinum,Platinum
1166,6,2539.7100000000005,14,4,3,2,432,Platinum,Platinum
1167,4,2641.93,10,4,1,2,412,Platinum,Platinum
1168,7,6128.860000000001,59,2,3,4,234,Silver,Silver
1169,7,4318.2,62,2,3,4,234,Silver,Silver
1170,5,3351.7,86,2,2,3,223,Silver,Silver
1173,3,348.6199999999999,108,1,1,1,111,Bronze,Bronze
1177,8,2447.0499999999997,87,2,4,2,242,Silver,Silver
1178,8,5167.23,44,3,4,4,344,Gold,Gold
1180,4,2305.11,59,2,1,2,212,Silver,Silver
1181,10,4513.0599999999995,44,3,4,4,344,Gold,Gold
1182,6,3597.45,5,4,3,3,433,Platinum,Platinum
1184,6,4314.89,5,4,3,4,434,Platinum,Platinum
1186,6,2437.2300000000005,33,3,3,2,332,Gold,Gold
1189,4,1472.66,47,2,1,1,211,Bronze,Bronze
1190,6,2008.23,6,4,3,2,432,Platinum,Platinum
1192,5,1397.3799999999997,79,2,2,1,221,Silver,Silver
1193,4,962.2199999999998,36,3,1,1,311,Silver,Silver
1195,5,3463.8100000000004,19,3,2,3,323,Gold,Gold
1196,6,1455.3799999999999,18,4,3,1,431,Platinum,Platinum
1197,4,1559.1300000000006,7,4,1,1,411,Gold,Gold
1198,6,2323.92,68,2,3,2,232,Silver,Silver
1199,8,2037.32,43,3,4,2,342,Gold,Gold
1200,8,2844.8999999999996,79,2,4,3,243,Silver,Silver
1203,1,830.2399999999999,7,4,1,1,411,Gold,Gold
1204,1,110.56,200,1,1,1,111,Bronze,Bronze
1205,7,4962.0199999999995,22,3,3,4,334,Gold,Gold
1206,2,889.72,83,2,1,1,211,Bronze,Bronze
1207,6,1108.1999999999998,13,4,3,1,431,Platinum,Platinum
1208,5,3238.37,77,2,2,3,223,Silver,Silver
1209,2,1809.69,131,1,1,2,112,Bronze,Bronze
1211,4,1495.9400000000003,234,1,1,1,111,Bronze,Bronze
1212,3,2331.63,71,2,1,2,212,Silver,Silver
1214,4,3652.09,23,3,1,3,313,Gold,Gold
1215,8,3118.9800000000005,77,2,4,3,243,Silver,Silver
1216,4,2156.72,7,4,1,2,412,Platinum,Platinum
1217,7,3270.6099999999997,10,4,3,3,433,Platinum,Platinum
1221,7,1500.4900000000002,9,4,3,1,431,Platinum,Platinum
1222,3,667.99,51,2,1,1,211,Bronze,Bronze
1224,7,4250.74,47,2,3,4,234,Silver,Silver
1225,4,2078.59,58,2,1,2,212,Silver,Silver
1226,5,937.4400000000005,24,3,2,1,321,Gold,Gold
1227,12,4101.860000000001,61,2,4,4,244,Silver,Silver
1228,4,922.34,132,1,1,1,111,Bronze,Bronze
1229,9,3005.629999999999,19,3,4,3,343,Gold,Gold
1231,2,1718.6100000000001,175,1,1,1,111,Bronze,Bronze
1232,9,5011.900000000001,4,4,4,4,444,Platinum,Platinum
1235,3,3476.16,81,2,1,3,213,Silver,Silver
1236,5,3588.56,41,3,2,3,323,Gold,Gold
1237,10,5731.25,23,3,4,4,344,Gold,Gold
1240,4,3015.0499999999997,5,4,1,3,413,Platinum,Platinum
1241,7,1844.56,75,2,3,2,232,Silver,Silver
1242,2,1085.7400000000002,17,4,1,1,411,Gold,Gold
1243,10,5127.430000000001,70,2,4,4,244,Silver,Silver
1245,7,2596.2300000000005,71,2,3,2,232,Silver,Silver
1247,4,2848.94,90,1,1,3,113,Bronze,Bronze
1250,10,6093.259999999999,35,3,4,4,344,Gold,Gold
1251,4,1481.0700000000002,61,2,1,1,211,Bronze,Bronze
1252,7,4548.31,9,4,3,4,434,Platinum,Platinum
1256,6,2068.61,81,2,3,2,232,Silver,Silver
1257,3,1791.15,256,1,1,1,111,Bronze,Bronze
1258,8,5441.22,52,2,4,4,244,Silver,Silver
1259,7,3342.13,41,3,3,3,333,Gold,Gold
1260,5,2195.24,66,2,2,2,222,Silver,Silver
1261,6,1584.5,48,2,3,1,231,Silver,Silver
1265,4,1195.6099999999997,7,4,1,1,411,Gold,Gold
1267,4,2557.49,141,1,1,2,112,Bronze,Bronze
1269,3,935.0600000000001,211,1,1,1,111,Bronze,Bronze
1270,4,2113.08,205,1,1,2,112,Bronze,Bronze
1271,2,950.1199999999999,187,1,1,1,111,Bronze,Bronze
1273,3,1551.7500000000002,23,3,1,1,311,Silver,Silver
1274,9,3532.37,14,4,4,3,443,Platinum,Platinum
1275,6,1540.08,149,1,3,1,131,Bronze,Bronze
1276,2,969.91,100,1,1,1,111,Bronze,Bronze
1278,4,721.51,64,2,1,1,211,Bronze,Bronze
1279,6,2422.29,52,2,3,2,232,Silver,Silver
1280,4,2799.4199999999996,106,1,1,3,113,Bronze,Bronze
1281,3,1186.6099999999997,87,2,1,1,211,Bronze,Bronze
1282,8,5521.409999999999,38,3,4,4,344,Gold,Gold
1283,2,1012.1,93,1,1,1,111,Bronze,Bronze
1284,3,106.49999999999999,78,2,1,1,211,Bronze,Bronze
1286,7,2415.24,51,2,3,2,232,Silver,Silver
1287,7,5456.969999999999,67,2,3,4,234,Silver,Silver
1288,4,1524.5800000000002,22,3,1,1,311,Silver,Silver
1290,9,7616.040000000001,44,3,4,4,344,Gold,Gold
1291,7,5147.26,16,4,3,4,434,Platinum,Platinum
1293,5,4736.689999999999,239,1,2,4,124,Bronze,Bronze
1295,6,1882.9,29,3,3,2,332,Gold,Gold
1296,4,2793.2700000000004,130,1,1,3,113,Bronze,Bronze
1297,6,2424.53,2,4,3,2,432,Platinum,Platinum
1298,5,4113.36,141,1,2,4,124,Bronze,Bronze
1300,6,6148.619999999999,20,3,3,4,334,Gold,Gold
1302,13,5336.730000000001,29,3,4,4,344,Gold,Gold
1305,5,2825.0000000000005,142,1,2,3,123,Bronze,Bronze
1306,5,4077.19,136,1,2,3,123,Bronze,Bronze
1307,9,4526.73,90,1,4,4,144,Bronze,Bronze
1310,5,2289.2700000000004,20,3,2,2,322,Gold,Gold
1311,3,2188.45,47,2,1,2,212,Silver,Silver
1312,4,1292.6000000000001,26,3,1,1,311,Silver,Silver
1313,7,4753.51,7,4,3,4,434,Platinum,Platinum
1314,5,2894.17,27,3,2,3,323,Gold,Gold
1316,5,2152.88,32,3,2,2,322,Gold,Gold
1317,9,7024.709999999999,10,4,4,4,444,Platinum,Platinum
1321,7,2398.25,103,1,3,2,132,Bronze,Bronze
1322,4,4008.84,63,2,1,3,213,Silver,Silver
1324,7,2443.26,74,2,3,2,232,Silver,Silver
1325,1,104.24000000000001,82,2,1,1,211,Bronze,Bronze
1326,6,3581.0000000000005,10,4,3,3,433,Platinum,Platinum
1327,5,2848.5,6,4,2,3,423,Platinum,Platinum
1328,7,5351.58,0,4,3,4,434,Platinum,Platinum
1331,10,6252.43,5,4,4,4,444,Platinum,Platinum
1333,3,1924.18,7,4,1,2,412,Platinum,Platinum
1334,2,719.98,240,1,1,1,111,Bronze,Bronze
1337,6,3417.4200000000005,83,2,3,3,233,Silver,Silver
1339,5,4713.22,102,1,2,4,124,Bronze,Bronze
1341,4,1213.75,10,4,1,1,411,Gold,Gold
1343,3,1317.1599999999999,20,3,1,1,311,Silver,Silver
1344,3,628.5699999999999,21,3,1,1,311,Silver,Silver
1345,6,5170.950000000001,43,3,3,4,334,Gold,Gold
1346,9,6736.53,15,4,4,4,444,Platinum,Platinum
1347,6,3745.36,91,1,3,3,133,Bronze,Bronze
1349,6,1905.1600000000003,43,3,3,2,332,Gold,Gold
1350,2,1235.26,116,1,1,1,111,Bronze,Bronze
1352,3,1151.6,88,1,1,1,111,Bronze,Bronze
1353,8,2789.25,14,4,4,2,442,Platinum,Platinum
1354,3,2464.54,74,2,1,2,212,Silver,Silver
1355,5,2713.7200000000003,8,4,2,2,422,Platinum,Platinum
1357,9,4732.84,12,4,4,4,444,Platinum,Platinum
1358,8,4113.04,3,4,4,4,444,Platinum,Platinum
1359,2,1550.8200000000002,12,4,1,1,411,Gold,Gold
1360,3,1906.1499999999996,181,1,1,2,112,Bronze,Bronze
1361,6,2536.58,28,3,3,2,332,Gold,Gold
1362,2,1736.45,118,1,1,1,111,Bronze,Bronze
1363,7,2744.3399999999997,24,3,3,2,332,Gold,Gold
1364,4,1033.8899999999999,64,2,1,1,211,Bronze,Bronze
1365,4,818.7200000000001,217,1,1,1,111,Bronze,Bronze
1366,5,1614.09,54,2,2,1,221,Silver,Silver
1367,7,2760.28,11,4,3,2,432,Platinum,Platinum
1369,4,2503.4700000000003,178,1,1,2,112,Bronze,Bronze
1370,4,839.2700000000002,26,3,1,1,311,Silver,Silver
1371,4,1270.94,26,3,1,1,311,Silver,Silver
1372,6,2935.6800000000003,66,2,3,3,233,Silver,Silver
1375,5,1849.9100000000003,82,2,2,2,222,Silver,Silver
1377,5,2814.08,75,2,2,3,223,Silver,Silver
